company,level,location,rating,salary_from,salary_to,salary_unit,skill,state,title
SQA²,entry,"Los Alamitos, CA",,29000.0,33000.0,year,python,California,Jr. QA Analyst Trainee
LocateAI,entry,"San Francisco, CA 94111 ",,40000.0,100000.0,year,python,California,Entry Level Customer Success Analyst
12th Wonder,entry,"Dublin, CA 94568",,25.0,25.0,hour,python,California,QA Tester (Entry Level)
University of California Berkeley,entry,"Berkeley, CA",4.2,39500.0,51800.0,year,python,California,Junior/Assistant Specialist
Change Research,entry,"Palo Alto, CA",4.5,90000.0,150000.0,year,python,California,Data Scientist
Credence ID,entry,"Emeryville, CA 94608",,25.0,30.0,hour,python,California,Software QA Intern
Clean Power Alliance,entry,"Los Angeles, CA",,60000.0,80000.0,year,python,California,Financial Analyst
Henry Ford Health System,entry,"Detroit, MI 48216 ",3.9,57152.0,57152.0,year,java,Michigan,Credentialing Database Analyst
Magna Electronics,entry,"Holly, MI 48442",3.7,90000.0,130000.0,year,java,Michigan,Applications Design and Optical Engineer
OtterBase,entry,"Saint Joseph, MI",3.8,55000.0,60000.0,year,java,Michigan,Mobile Application Developer
USDI,entry,"Auburn Hills, MI 48326",5.0,60.0,66.08,hour,java,Michigan,Tool Development Engineer - Intermediate (922i)
LeapOut Inc,entry,"Auburn Hills, MI",,70.0,80.0,hour,java,Michigan,Java Architect
Global Information Technology,entry,"Southfield, MI 48076",4.0,100000.0,100000.0,year,java,Michigan,Java Full-Stack Engineer
Credit Acceptance,entry,"Southfield, MI 48034",3.6,50005.0,66674.0,year,java,Michigan,Associate Middleware Administrator
OtterBase,entry,"Ann Arbor, MI",3.8,60000.0,80000.0,year,java,Michigan,Programmer - ANY LANGUAGE
Oakland University,entry,"Rochester, MI",4.3,60000.0,60000.0,year,java,Michigan,Developer Analyst
AJACE Inc,entry,"Lansing, MI",,90.0,95.0,hour,java,Michigan,Java Solution Architect
Techouts Inc,entry,"Detroit, MI",,60000.0,60000.0,year,java,Michigan,Java/J2EE Developer
ThermoAnalytics,entry,"Calumet, MI 49913",,55000.0,80000.0,year,java,Michigan,Software Engineer
Huntington Technology,entry,"Southfield, MI 48034",,10.0,15.0,hour,java,Michigan,ENTRY LEVEL / INTERN LEVEL Technical Support Specialist
 House,entry,"Shelby, NC",,1100.0,1100.0,day,java,North Carolina,Licensed Plumber
AriesConsultancy Services Inc,entry,"Charlotte, NC",,60.0,60.0,hour,java,North Carolina,Full Stack Developer
Ace-stack LLC,entry,"Raleigh, NC",,70.0,70.0,hour,java,North Carolina,Full stack developer
Linker Logic Technologies,entry,"Raleigh, NC",,60000.0,60000.0,year,java,North Carolina,Backend Engineer
North Carolina State University,entry,"Raleigh, NC 27695 ",4.2,43590.0,113228.0,year,java,North Carolina,Business & Technology Applications Analyst
Metrixit,entry,"Charlotte, NC 28262 ",,70000.0,80000.0,year,java,North Carolina,JAVA/J2EE Developers::Cary NC
Acestack LLC,entry,"Raleigh, NC",,70.0,70.0,hour,java,North Carolina,Full stack Developer
North Carolina State University,entry,"Raleigh, NC 27695 ",4.2,37230.0,94753.0,year,java,North Carolina,Business & Technology Applications Technician
Verinon Technologies,entry,"Charlotte, NC",4.3,55.0,65.0,hour,java,North Carolina,Middleware Engineer
Linker Logic Technologies,entry,"Raleigh, NC",,60000.0,60000.0,year,java,North Carolina,Android Developer
VEDAINFO,entry,"Raleigh, NC",,70.0,75.0,hour,java,North Carolina,MS Azure Identity Management Consultant
,entry,"Research Triangle Park, NC",,21.59,21.59,hour,java,North Carolina,Computer Vision Software Development Support
Rapko,entry,"Charlotte, NC",,40.0,42.0,hour,java,North Carolina,Java/J2EE Developer
Dataspace,entry,"Atlanta, GA",,95.0,95.0,hour,java,Georgia,060: Lead Data Engineer - Atlanta and Memphis
National Security Agency,entry,"Fort Gordon, GA",4.3,10.59,10.59,hour,java,Georgia,High School Work Study Program
Wyzant,entry,"Athens, GA 30605",4.0,24.0,30.0,hour,java,Georgia,Java Tutoring/Teaching
Nextgen Consulting,entry,"Peachtree Corners, GA 30092",4.5,84240.0,84240.0,year,java,Georgia,COMPUTER SYSTEMS ENGINEER (DOLCSERV)
V4Infi Technologies,entry,"Norcross, GA",,77000.0,77000.0,year,java,Georgia,Computer Systems Analyst
Cloud Soft,entry,"Alpharetta, GA",,82100.0,82100.0,year,java,Georgia,Software Developer
iQuadra,entry,"Atlanta, GA",,40.0,50.0,hour,java,Georgia,Angular JS developer with NGRx
Propelsys Technologies LLC,entry,"Atlanta, GA",,23.0,65.0,hour,java,Georgia,QA ENGINEER (Protractor) Location: Atlanta GA )
Stem education for kids,entry,"Marietta, GA",,12.0,25.0,hour,java,Georgia,Computer Programming Instructor
US Department of the Army,entry,"Fort Gordon, GA",4.4,7.25,12.0,hour,java,Georgia,Recreation Aid NF-01
digital dhara,entry,"Atlanta, GA",,100000.0,100000.0,year,java,Georgia,Android Developer
"Zentek Solutions,LLC",entry,"Jersey, GA",,50.0,75.0,hour,java,Georgia,Java Developer
Daksha Group,entry,"Jersey, GA",,87000.0,92000.0,year,java,Georgia,Java Developer
nexwave talent management solutions,entry,"Atlanta, GA",,60000.0,65000.0,year,java,Georgia,Jr. Java Developer
Intellects Group,entry,"Atlanta, GA 30308 ",,80000.0,100000.0,year,java,Georgia,Java Developer
Acestack LLC,entry,"Atlanta, GA",,70.0,70.0,hour,java,Georgia,Fullstack Developer
Prolific Technologies Inc,entry,"Atlanta, GA",,60000.0,70000.0,year,java,Georgia,We are actively seeking for OPT/EAD/CPT
Signature IT Solutions,entry,"Duluth, GA",,103688.0,103688.0,year,java,Georgia,Programmer Analysts
Esolvit,entry,"Atlanta, GA",,40.0,40.0,hour,java,Georgia,#2594 Automation Test Engineer
Ace-stack LLC,entry,"Atlanta, GA",,60.0,60.0,hour,java,Georgia,Angular developer
Avanceservices.com,entry,United States,,55000.0,75000.0,year,java,Ohio,Entry Level Java Developer (Freshers can apply)
InfoMarines Inc,entry,United States,,100000.0,120000.0,year,java,Ohio,"Java Developer (Quantico, VA)"
Wyzant,entry,"Cincinnati, OH 45220 ",4.0,24.0,30.0,hour,java,Ohio,Java Tutoring/Teaching
Wyzant,entry,"Oxford, OH 45056",4.0,24.0,30.0,hour,java,Ohio,Java Tutor/Teacher
Wyzant,entry,"Columbus, OH 43235 ",4.0,24.0,30.0,hour,java,Ohio,JavaScript Tutoring/Teaching
Cerkl,entry,"Blue Ash, OH 45242",,65000.0,95000.0,year,java,Ohio,Software Engineer (Full Stack)
SDH Systems,entry,"Cincinnati, OH 45202 ",,77189.0,77189.0,year,java,Ohio,Oracle IAM Developer
 Express,entry,"Mentor, OH 44060",2.3,10.0,20.0,hour,java,Ohio,Cafe Shopkeeper
Insightete,entry,"Columbus, OH 43212",,80000.0,120000.0,year,java,Ohio,IT Performance Engineer
The Cincinnati Insurance Companies,entry,"Fairfield, OH",3.4,12.0,14.0,hour,java,Ohio,Student Opportunities - IT Internship - Spring 2020
SDH Systems,entry,"Cincinnati, OH 45202 ",,82659.0,82659.0,year,java,Ohio,QA Automation Engineer
LeapOut Inc,entry,"Columbus, OH",,45.0,65.0,hour,java,Ohio,Java Developer
MBC Technology Group Inc.,entry,"Cleveland, OH 44115 ",,34000.0,34000.0,year,java,Ohio,Java Developer
CBL Solutions,entry,"Cincinnati, OH",,50.0,60.0,hour,java,Ohio,Java Developers need in Cincinnati OH
Insigma Inc,entry,"Mason, OH",,55.0,65.0,hour,java,Ohio,Full Stack Java Developer
Tekbiz Solutions LLC,entry,"Cincinnati, OH",,55.0,60.0,hour,java,Ohio,Java Developer
Canvendor solutions,entry,"Columbus, OH",,50000.0,80000.0,year,java,Ohio,Java Developer
Dawtomation Systems LLC,entry,"Cleveland, OH",,30.0,37.0,hour,java,Ohio,Software Engineer
Carnegie Mellon University,entry,"Pittsburgh, PA",4.3,19.48,23.0,hour,java,Pennsylvania,"Research Programmer/Systems Administrator, Department of Psy..."
vMOX,entry,"Lancaster, PA",,50000.0,125000.0,year,java,Pennsylvania,Full Stack Ruby on Rails Developer
J2 Solutions,entry,"Dresher, PA 19025",,85000.0,85000.0,year,java,Pennsylvania,QA Automation Developer
Essani International LLC,entry,"Horsham, PA 19044",,70.0,75.0,hour,java,Pennsylvania,Documentum Developer
Elizabethtown College,entry,"Elizabethtown, PA 17022",4.1,7.25,8.0,hour,java,Pennsylvania,Student Lab Assistant for CS309
The LaunchCode Foundation,entry,"Philadelphia, PA 19104 ",,12600.0,14000.0,month,java,Pennsylvania,"Teaching Assistant, Web Development"
Navy Information Warfare Center (NIWC) - Philadelp...,entry,"Philadelphia, PA 19111 ",,65000.0,65000.0,year,java,Pennsylvania,Software Developer - US Citizenship Required - Entry Level
Lat. Inc.,entry,"Philadelphia, PA",3.8,80000.0,110000.0,year,java,Pennsylvania,Android Developer
Systems Ltd,entry,"Pittsburgh, PA",4.1,60.0,65.0,hour,java,Pennsylvania,Java Developer
Cogent Infotech,entry,"Pittsburgh, PA",2.8,50000.0,70000.0,year,java,Pennsylvania,Entry Level Java Developer
Synergistic IT,entry,"Philadelphia, PA",,60000.0,100000.0,year,java,Pennsylvania,Entry Level Software Developer
Infotech Solutions,entry,"Pittsburgh, PA",,50000.0,70000.0,year,java,Pennsylvania,Entry level Full Stack Java Developer
"Computer Enterprises, Inc.",entry,"West Chester, PA",3.5,85000.0,92000.0,year,java,Pennsylvania,"Java Developer - Cloud, SQL"
Rapko,entry,"Malvern, PA",,40.0,42.0,hour,java,Pennsylvania,Java Developer
UPMC,entry,"Pittsburgh, PA 15219 ",3.7,32.48,49.43,hour,java,Pennsylvania,Software Engineer - Associate
Redleaf IT Systems LLC,entry,"King of Prussia, PA",,65000.0,70000.0,year,java,Pennsylvania,AEM Developer
"Computer Enterprises, Inc.",entry,"Philadelphia, PA 19103",3.5,80000.0,100000.0,year,java,Pennsylvania,"Software Developer - Java, Python, AWS a plus"
Redleaf IT Systems LLC,entry,"King of Prussia, PA",,65000.0,70000.0,year,java,Pennsylvania,Software Engineer
Aaratechinc,entry,"Philadelphia, PA",,55000.0,70000.0,year,java,Pennsylvania,Business Analyst
Avanceservices.com,entry,United States,,55000.0,75000.0,year,java,Illinois,Entry Level Java Developer (Freshers can apply)
InfoMarines Inc,entry,United States,,100000.0,120000.0,year,java,Illinois,"Java Developer (Quantico, VA)"
Jobot,entry,"Naperville, IL 60540",5.0,100000.0,150000.0,year,java,Illinois,Java Developer
University of Illinois at Chicago,entry,"Chicago, IL 60612 ",4.2,40000.0,65000.0,year,java,Illinois,Research Associate/Postdoctoral Researcher
Current Media,entry,"Chicago, IL",,50000.0,120000.0,year,java,Illinois,"Backend Engineer (Rails, Mid-Senior)"
Mens Wearhouse Algonquin,entry,"Algonquin, IL 60102",,12.0,14.0,hour,java,Illinois,Assistant Formalwear Manager
Empire Today- Corporate,entry,"Northlake, IL 60164",,45000.0,55000.0,year,java,Illinois,Junior CRM/ERP Developer
NCSA/UofI,entry,"Urbana, IL",,18.0,18.0,hour,java,Illinois,Graduate Hourly
Vbeyond,entry,"Naperville, IL",,100.0,100.0,hour,java,Illinois,Mulesoft Intergration Lead/ Architect
"GPShopper, LLC",entry,"Chicago, IL 60602 ",,52000.0,110000.0,year,java,Illinois,Android Developer - GPShopper
Synchrony,entry,"Chicago, IL",3.9,52000.0,110000.0,year,java,Illinois,Android Developer - GPShopper
STATS,entry,"Chicago, IL 60601 ",3.8,75000.0,100000.0,year,java,Illinois,Software Engineer II
Gannu Software Inc,entry,"Schaumburg, IL 60195",,80000.0,90000.0,year,java,Illinois,Software Developers / Guidewire Developers
theCoderSchool,entry,"Highland Park, IL 60035",4.3,12.0,30.0,hour,java,Illinois,"Know Scratch, Python, HTML? Help teach kids how to code!"
Binary tech consulting corp,entry,"Chicago, IL",,110000.0,150000.0,year,java,Illinois,SAP PI/PO Consultant
Hubcom,entry,"Morton Grove, IL 60053",,60000.0,80000.0,year,java,Illinois,IBM Integration Bus Developer
topsysit,entry,"Chicago, IL",,45.0,50.0,hour,java,Illinois,AEM Developer
SynergisticIT,entry,"Chicago, IL",4.2,85000.0,100000.0,year,java,Illinois,Junior Java Developer
Net Resolute,entry,"University, IL",,40.0,45.0,hour,java,Illinois,Java Developer
Advantech,entry,"Elmhurst, IL 60126",3.5,110000.0,110000.0,year,java,Illinois,BI Administrator
State of Illinois,entry,"Sangamon County, IL",3.8,55644.0,55644.0,year,java,Illinois,Information Services Specialist II - Opt A
The Veritas Healthcare Solutions LLC,entry,"Chicago, IL",4.2,45.0,50.0,hour,java,Illinois,Java Developer with web service
New York State Education Department,entry,"Albany, NY",4.4,56604.0,56604.0,year,java,New York,Information Technology Specialist 2 (Programming)
Mindex Technologies,entry,"Rochester, NY 14623",,65000.0,90000.0,year,java,New York,QA Automation Engineer
Wyzant,entry,"New York, NY 10025 ",4.0,24.0,30.0,hour,java,New York,Python Tutoring/Teaching
Architecture Technology Corporation (ATCorp),entry,"Ithaca, NY",,15.0,20.0,hour,java,New York,Software Engineering Co-Op / Intern
"GCOM Software, Inc",entry,"Albany, NY",3.0,35.0,50.0,hour,java,New York,Quality Assurance - (Application Tester)
Koren Associates,entry,"Yonkers, NY 10710",,80000.0,100000.0,year,java,New York,Lead Developer
Mobikasa,entry,"Mineola, NY",,30000.0,70000.0,year,java,New York,QA Automation Tester
Wyzant,entry,"New York, NY 10010 ",4.0,24.0,30.0,hour,java,New York,Java Tutor/Teacher
Wyzant,entry,"Brooklyn, NY 11234 ",4.0,24.0,30.0,hour,java,New York,Java Tutoring/Teaching
Pod1,entry,"New York, NY 10001 ",,138861.0,138861.0,year,java,New York,"Software Developer, Architect"
Wyzant,entry,"New York, NY 10025 ",4.0,24.0,30.0,hour,java,New York,Tutor or Teacher - Java
Town of Penfield,entry,"Penfield, NY 14526",,31435.0,31435.0,year,java,New York,Production Assistant
New York City DEPT OF HEALTH/MENTAL HYGIENE,entry,"Manhattan, NY",4.0,62272.0,75349.0,year,java,New York,"Laboratory Scientist, Bureau of the Public Health Laboratory..."
CLS Bank International,entry,"New York, NY",2.8,80.0,85.0,hour,java,New York,Big Data Engineer / Big Data Developer
Farmingdale State College,entry,"Farmingdale, NY",4.2,70000.0,70000.0,year,java,New York,Assistant Professor - Security Systems & Law Enforcement Tec...
Techouts Inc,entry,"New York, NY",,60000.0,60000.0,year,java,New York,Software Engineer
Third Republic,entry,"New York, NY 10001 ",,100000.0,175000.0,year,java,New York,Cloud Security Engineer
Otis Wealth,entry,"New York, NY",,100000.0,120000.0,year,java,New York,Head of Mobile and Front End Engineering
LABSTIRR LLC,entry,"New York, NY 10019 ",,70.0,75.0,hour,java,New York,Part Time Software Architect
Workforce Opportunity Services,entry,"Long Island City, NY",3.5,22.0,22.0,hour,java,New York,IT Data Analyst
Third Republic,entry,"New York, NY 10001 ",,150000.0,170000.0,year,java,New York,Mulesoft Developer
THEMESOFT,entry,"White Plains, NY",3.9,42.0,42.0,hour,java,New York,Java Support consultant
Otis Wealth,entry,"New York, NY",,100000.0,120000.0,year,java,New York,Mobile Engineer
New York City NYC EMPLOYEES RETIREMENT SYS,entry,"Brooklyn, NY 11201",,89509.0,116126.0,year,java,New York,COMPUTER SPECIALIST (SOFTWARE)
Pod1,entry,"New York, NY 11232 ",,92768.0,92768.0,year,java,New York,Software Engineer
Net Resolute,entry,"New York, NY 10038 ",,40.0,45.0,hour,java,New York,Python Developer
"KGS Technology Group, Inc",entry,"New York, NY",4.5,50000.0,60000.0,year,java,New York,Fresher/ Entry level/ Junior Full stack web developer
New York City DEPT OF INFO TECH & TELECOMM,entry,"Brooklyn, NY 10007 ",3.8,52700.0,75000.0,year,java,New York,Cyber Data Engineer
The Quad Preparatory School,entry,"New York, NY",4.0,60000.0,60000.0,year,java,New York,Computer Science Teacher
Penmark Group,entry,"New York, NY",,45.0,45.0,hour,java,New York,Java Full Stack Developer | Citzen only | W2- 45/hr
Pod1,entry,"New York, NY 10013 ",,96366.0,96366.0,year,java,New York,"Software Developer, Applications"
Cygnet Infotech Pvt. Ltd,entry,"New York, NY",2.8,40.0,45.0,hour,java,New York,Test Automation Engineer
Mindex Technologies,entry,"Rochester, NY 14623",,65000.0,95000.0,year,java,New York,Java Software Engineer
Otis Wealth,entry,"New York, NY",,100000.0,120000.0,year,java,New York,Front End Engineer
SUNY System Administration,entry,"Albany, NY",3.8,50000.0,50000.0,year,java,New York,Java Developer
Averity,entry,"New York, NY",,170000.0,200000.0,year,java,New York,Principal Software Engineer (Data)
SynergisticIT,entry,"New York, NY",4.2,75000.0,100000.0,year,java,New York,Java Training And Placement
SynergisticIT,entry,"New York, NY",4.2,80000.0,100000.0,year,java,New York,Entry Level Java Developer
Zioqu Inc,entry,"New York, NY",,90000.0,95000.0,year,java,New York,Java Developer
Digi555,entry,"New York, NY",,65000.0,75000.0,year,java,New York,Java Developer
NVS Enterprises,entry,"New York, NY",,100000.0,200000.0,year,java,New York,Java Developer
Synergistic IT,entry,"New York, NY",,60000.0,100000.0,year,java,New York,Entry Level Software Developer
SConcept,entry,"New York, NY",,75000.0,80000.0,year,java,New York,Jr. Data Scientist
Rapkotech,entry,"New York, NY",,500000.0,550000.0,year,java,New York,Java/J2EE Developer
xStellar Inc,entry,"Brooklyn, NY",,76000.0,100000.0,year,java,New York,Java Developer - Long-Term Project - Full Benefits
Otis Wealth,entry,"New York, NY",,100000.0,120000.0,year,java,New York,Front End Engineer (PT)
Dataquest Corp,entry,"Albany, NY",,75000.0,85000.0,year,java,New York,Entry Level Java Developer
Otis Wealth,entry,"New York, NY",,100000.0,120000.0,year,java,New York,Mobile Engineer (PT)
VULTUSINC,entry,"New York, NY 10001 ",,55.0,55.0,hour,java,New York,java developer
The Coder School Long Island,entry,"Roslyn, NY",,20.0,50.0,hour,java,New York,"Python, HTML, Java, JavaScript, Scratch, Swift, C# Tutor"
Synergy Infotech,entry,"Albany, NY",,65.0,70.0,hour,java,New York,Java Developer
Penmark Group,entry,"New York, NY",,60000.0,70000.0,year,java,New York,Software Developer
Ace-stack LLC,entry,"New York, NY",,70.0,70.0,day,java,New York,React JS (Front end)
Avanceservices.com,entry,United States,,55000.0,75000.0,year,java,Florida,Entry Level Java Developer (Freshers can apply)
